    time           T_x           T_y           T_z      
 9.0261041113 -0.0115077528  0.0269576696 -0.0008419826 
 9.0502235065 -0.0117780280  0.0268623151 -0.0008421223 
 9.0743438106 -0.0120475474  0.0267637807 -0.0008422628 
 9.0984650115 -0.0123163000  0.0266623359 -0.0008424042 
 9.1225870672 -0.0125842223  0.0265577230 -0.0008425464 
 9.1467099492 -0.0128513083  0.0264502061 -0.0008426895 
 9.1708336819 -0.0131174905  0.0263395360 -0.0008428335 
 9.1949582337 -0.0133827673  0.0262259674 -0.0008429784 
 9.2190835914 -0.0136470661  0.0261092611 -0.0008431242 
 9.2432097072 -0.0139103898  0.0259896654 -0.0008432709 
 9.2673366077 -0.0141726620  0.0258669502 -0.0008434185 
 9.2914642296 -0.0144338891  0.0257413545 -0.0008435670 
 9.3155925779 -0.0146939910  0.0256126588 -0.0008437165 
 9.3397216280 -0.0149529782  0.0254810950 -0.0008438669 
 9.3638513955 -0.0152107670  0.0253464513 -0.0008440182 
 9.3879818126 -0.0154673707  0.0252089521 -0.0008441705 
 9.4121128816 -0.0157227027  0.0250683966 -0.0008443237 
 9.4362445925 -0.0159767801  0.0249250009 -0.0008444779 
 9.4603769281 -0.0162295127  0.0247785719 -0.0008446331 
 9.4845098579 -0.0164809203  0.0246293192 -0.0008447892 
 9.5086433506 -0.0167309105  0.0244770599 -0.0008449464 
 9.5327774259 -0.0169795058  0.0243219954 -0.0008451045 
 9.5569120410 -0.0172266115  0.0241639511 -0.0008452637 
 9.5810471906 -0.0174722519  0.0240031211 -0.0008454239 
 9.6051828352 -0.0177163309  0.0238393416 -0.0008455851 
 9.6293189960 -0.0179588745  0.0236727974 -0.0008457473 
 9.6534555993 -0.0181997852  0.0235033344 -0.0008459106 
 9.6775926529 -0.0184390899  0.0233311301 -0.0008460749 
 9.7017301428 -0.0186766915  0.0231560411 -0.0008462403 
 9.7258680569 -0.0189126165  0.0229782337 -0.0008464068 
 9.7500063696 -0.0191467683  0.0227975768 -0.0008465744 
 9.7741450500 -0.0193791730  0.0226142277 -0.0008467430 
 9.7982841194 -0.0196097354  0.0224280664 -0.0008469128 
 9.8224234982 -0.0198384798  0.0222392395 -0.0008470836 
 9.8465632007 -0.0200653129  0.0220476395 -0.0008472556 
 9.8707032094 -0.0202902587  0.0218534044 -0.0008474287 
 9.8948435168 -0.0205132239  0.0216564344 -0.0008476030 
 9.9189840804 -0.0207342323  0.0214568613 -0.0008477784 
 9.9431248801 -0.0209531919  0.0212545950 -0.0008479549 
 9.9672659413 -0.0211701263  0.0210497598 -0.0008481327 
 9.9914071788 -0.0213849430  0.0208422726 -0.0008483116 
10.0155486071 -0.0215976659  0.0206322533 -0.0008484918 
10.0396902074 -0.0218082049  0.0204196269 -0.0008486731 
10.0638319724 -0.0220165807  0.0202045044 -0.0008488557 
10.0879738594 -0.0222227064  0.0199868213 -0.0008490395 
10.1121158529 -0.0224266008  0.0197666817 -0.0008492245 
10.1362579621 -0.0226281800  0.0195440296 -0.0008494108 
10.1604001138 -0.0228274590  0.0193189608 -0.0008495984 
10.1845423136 -0.0230243582  0.0190914302 -0.0008497873 
10.2086845609 -0.0232188909  0.0188615264 -0.0008499774 
10.2328268097 -0.0234109781  0.0186292099 -0.0008501689 
10.2569690639 -0.0236006330  0.0183945666 -0.0008503617 
10.2811112863 -0.0237877787  0.0181575627 -0.0008505558 
10.3052534549 -0.0239724257  0.0179182790 -0.0008507513 
10.3293955465 -0.0241545008  0.0176766893 -0.0008509481 
10.3535375293 -0.0243340116  0.0174328689 -0.0008511463 
10.3776794236 -0.0245108889  0.0171867983 -0.0008513459 
10.4018211670 -0.0246851367  0.0169385473 -0.0008515470 
10.4259627551 -0.0248566894  0.0166881039 -0.0008517494 
10.4501041826 -0.0250255498  0.0164355339 -0.0008519533 
10.4742453852 -0.0251916529  0.0161808291 -0.0008521586 
10.4983863777 -0.0253550019  0.0159240543 -0.0008523654 
10.5225271236 -0.0255155335  0.0156652047 -0.0008525737 
